Item_URL,Price,Availability
https://www.ebay.com/itm/304544848958?_nkw=burberry&epid=7033165887&itmmeta=01J598FZFT9MF235RYS7HEZJ20&hash=item46e8499c3e:g:fd8AAOSwMF5kwuqt,US $85.35/ea,Limited quantity available
https://www.ebay.com/itm/294441748279?_nkw=montblanc+legend&epid=7041889843&itmmeta=01J59905V88G537DC2FGNNDCQ1&hash=item448e188737:g:yCIAAOSwwGJkwws8,US $37.39/ea,Limited quantity available
https://www.ebay.com/itm/401654413591?_nkw=montblanc+legend&epid=23030526716&itmmeta=01J59905V8KD7S0P11KC1PMFWZ&hash=item5d8477f917:g:iP4AAOSwmlhkwwtK,US $43.96/ea,Limited quantity available
https://www.ebay.com/itm/401869486332?_nkw=montblanc+legend&epid=1401814038&itmmeta=01J59905V9DRNBMX99WBSPFQ3P&hash=item5d9149b8fc:g:u80AAOSwxl1kwwoK,US $10.05/ea,Limited quantity available
https://www.ebay.com/itm/402257301902?_nkw=montblanc+legend&epid=1970862389&itmmeta=01J59905V90YNKZR5MJEE5VS0X&hash=item5da867518e:g:kaIAAOSwx6xkwwoO,US $14.94/ea,9 available
https://www.ebay.com/itm/291783020889?_nkw=montblanc+legend&epid=23032716571&itmmeta=01J59905V8R800CFWJ9Q465G69&hash=item43ef9f9159:g:WywAAOSwJUZkwwtD,US $31.82/ea,Limited quantity available
https://www.ebay.com/itm/304470149151?_nkw=montblanc+legend&epid=10031090658&itmmeta=01J59905V9RZN2H51AGPRCG094&hash=item46e3d5c81f:g:9lQAAOSwHGpkwwtY,US $37.18,901 sold
https://www.ebay.com/itm/401438689527?_nkw=montblanc+emblem&epid=1530519315&itmmeta=01J5994134SJXA1JBAM9JEC5WM&hash=item5d779c48f7:g:IFsAAOSwlPZkwwsl,US $27.75,Availability not found
https://www.ebay.com/itm/401138388844?_nkw=montblanc+starwalker&epid=77586841&itmmeta=01J5994G4MFNKACH0GMVBBGVXH&hash=item5d65b60f6c:g:nsEAAOSwMNhkwxbt,US $25.47/ea,Limited quantity available
https://www.ebay.com/itm/401131697447?_nkw=montblanc+individuel&epid=9034186867&itmmeta=01J59950P3K0VC03KHA0EY15R3&hash=item5d654ff527:g:lTQAAOSwUwpkwv6U,US $25.39/ea,Limited quantity available
https://www.ebay.com/itm/403662720500?_nkw=montblanc+presence&epid=77644517&itmmeta=01J5995GC81N6YT5EG93A56PK8&hash=item5dfc2c4df4:g:704AAOSwwC5kwwt-,US $29.59/ea,7 available
https://www.ebay.com/itm/301510357190?_nkw=montblanc+presence&itmmeta=01J5995GC8AZ45GPH6T67W75WS&hash=item46336af0c6:g:wF0AAOSwPJxkwwt6,US $24.45/ea,Limited quantity available
https://www.ebay.com/itm/301387596040?_nkw=davidoff&epid=5030528124&itmmeta=01J59ASS3WJ09BFRS0BBDJHMXQ&hash=item462c19c108:g:gdYAAOSwBiNecmjn,US $34.98/ea,Limited quantity available
https://www.ebay.com/itm/301391487965?_nkw=davidoff&itmmeta=01J59ASS3XA0F9FZW7SVAK8MVT&hash=item462c5523dd:g:e8YAAOSw6Bpecmnq,US $36.98/ea,Limited quantity available
https://www.ebay.com/itm/304354117968?_nkw=davidoff&itmmeta=01J59ASS3WHW8D67DNRQRVDZHQ&hash=item46dceb4950:g:0RgAAOSwXhhkwu9M,US $33.90/ea,Limited quantity available
https://www.ebay.com/itm/401568993705?_nkw=davidoff&epid=1101780739&itmmeta=01J59ASS3WGEH37YHEHR6Z9SBB&hash=item5d7f6091a9:g:vc4AAOSw2q9kwvKI,US $22.86,7 available
https://www.ebay.com/itm/303050013705?_nkw=davidoff&epid=7009760812&itmmeta=01J59ASS3WNN54JKT35FNPGSF7&hash=item468f303c09:g:zaUAAOSwV-5kwvKQ,US $21.99/ea,4 available
https://www.ebay.com/itm/401001478621?_nkw=davidoff&epid=2246449780&itmmeta=01J59ASS3WHH3T936PGPASGJQR&hash=item5d5d8cf9dd:g:fiQAAOSwZvxkwx9R,US $20.74/ea,Limited quantity available
https://www.ebay.com/itm/400847265263?_nkw=arden&epid=1890932077&itmmeta=01J59B4BYH6J7JH3Y4461KFY60&hash=item5d545bddef:g:XM0AAOSw~ONkwxO1,US $23.20/ea,Limited quantity available
https://www.ebay.com/itm/291265716055?_nkw=arden&epid=1222572784&itmmeta=01J59B4BYH0C6ZG1WM4R69MRAS&hash=item43d0ca1f57:g:U5YAAOSw9DFkwuLS,US $22.79/ea,Limited quantity available
https://www.ebay.com/itm/293560462233?_nkw=arden&epid=11032575637&itmmeta=01J59B4BYHTCZMSZ0T83YQJW5R&hash=item4459912b99:g:kZYAAOSwuuFkwx3W,US $23.08/ea,Limited quantity available
https://www.ebay.com/itm/400852036961?_nkw=arden&epid=1400427124&itmmeta=01J59B4BYH0P8YVZ94K66W2YMC&hash=item5d54a4ad61:g:NYcAAOSwC~tkwwg2,US $19.45,6 available
https://www.ebay.com/itm/301848327011?_nkw=arden&epid=1900302472&itmmeta=01J59B4BYHPHX6VVENR89VSE65&hash=item46478ff363:g:XqAAAOSwmQ5kwxLd,US $19.96,"1,779 sold"
https://www.ebay.com/itm/401554440490?_nkw=arden&epid=22034596844&itmmeta=01J59B4BYHQ2RG5KTSN041EWQN&hash=item5d7e82812a:g:fE4AAOSwbCZkwxO~,US $28.87/ea,7 available
https://www.ebay.com/itm/291328300543?_nkw=clinique&epid=13031088483&itmmeta=01J59BFS7AV546FQ27A6BFT5B4&hash=item43d48515ff:g:vTkAAOSwfKpkwu4K,US $21.42/ea,Limited quantity available
https://www.ebay.com/itm/301583460814?_nkw=clinique&epid=1623189201&itmmeta=01J59BFS7A9HPJ3YPS074RRJVN&hash=item4637c669ce:g:7hsAAOSwaxNkwu4N,US $23.24,"6,097 sold"
https://www.ebay.com/itm/301239808500?_nkw=clinique&itmmeta=01J59BFS7AQMJN1WJT9RNERMR7&hash=item46234ab1f4:g:sm0AAOSwHodkwu4G,US $21.73/ea,Limited quantity available
https://www.ebay.com/itm/291841094857?_nkw=clinique&epid=222477555&itmmeta=01J59BFS7ARMSE25DYKTSMCZ94&hash=item43f315b4c9:g:~Y8AAOSw4eZkwuaN,US $30.60/ea,Limited quantity available
https://www.ebay.com/itm/403112733466?_nkw=jimmy+choo&epid=2314169667&itmmeta=01J59BYKS71PZX50D57W2V8BHE&hash=item5ddb642b1a:g:lCAAAOSwCDBkwv48,US $55.69/ea,Limited quantity available
https://www.ebay.com/itm/304581295870?_nkw=jimmy+choo&itmmeta=01J59BYKS7XCBXEG5S1F4C0HE6&hash=item46ea75befe:g:8NMAAOSwtBVkwwFM,US $37.61,More than 10 available
https://www.ebay.com/itm/401505709660?_nkw=jimmy+choo+illicit+flower&epid=845119060&itmmeta=01J59C7CF7QX5GRTFPQCGQ78ZS&hash=item5d7b9aee5c:g:AsMAAOSwAmdkwwFA,US $34.00/ea,5 available
https://www.ebay.com/itm/293333163181?_nkw=jimmy+choo&epid=1437632957&itmmeta=01J59BYKS7SY383MDTPVF9KZ3F&hash=item444c04dcad:g:b0gAAOSwsz5kwwmM,US $10.07/ea,Limited quantity available
https://www.ebay.com/itm/304811388697?_nkw=jimmy+choo&itmmeta=01J59BYKS7R7K3QC76AWWN68ZS&hash=item46f82caf19:g:kdwAAOSwJTJkwv5E,US $56.30/ea,Limited quantity available
https://www.ebay.com/itm/301491005783?_nkw=jimmy+choo&epid=14027048240&itmmeta=01J59BYKS73TS241X7SH1W8QFA&hash=item463243a957:g:yvMAAOSwiFZkwwDg,US $40.07/ea,Limited quantity available
https://www.ebay.com/itm/301706279372?_nkw=jimmy+choo&epid=1166912967&itmmeta=01J59BYKS75Z7NY89D17ESDQ34&hash=item463f1879cc:g:cBoAAOSwtiJkwwDz,US $36.61/ea,Limited quantity available
https://www.ebay.com/itm/301894779466?_nkw=jimmy+choo&epid=1753769372&itmmeta=01J59BYKS7H72C8QJ844ERJDZN&hash=item464a54c24a:g:rnAAAOSwJu1kwwEH,US $36.22/ea,Limited quantity available
https://www.ebay.com/itm/403951456302?_nkw=jimmy+choo&epid=20057167456&itmmeta=01J59BYKS7S1AFR8DEC614X22T&hash=item5e0d62102e:g:mO0AAOSwuetkwwD6,US $38.01,514 sold
https://www.ebay.com/itm/293243890773?_nkw=jimmy+choo&epid=28021995802&itmmeta=01J59BYKS7JE8KZ3EQSCHJ9M63&hash=item4446b2ac55:g:dK8AAOSwlKtkwwEV,US $36.00/ea,Limited quantity available
https://www.ebay.com/itm/293924702153?_nkw=jimmy+choo&epid=11031083110&itmmeta=01J59BYKS7DNJ38H1K7F1V6KFK&hash=item446f4707c9:g:DloAAOSwh21kwwFo,US $27.44/ea,Limited quantity available
https://www.ebay.com/itm/304913252375?_nkw=jimmy+choo+intense&epid=16035708899&itmmeta=01J59C6SPCRQTJZMGRV7473MTJ&hash=item46fe3f0017:g:PZ8AAOSwwXFkwwF4,US $56.53,Limited quantity available
https://www.ebay.com/itm/293610680608?_nkw=juicy+couture&itmmeta=01J5B2PV60H9GCYKMX9CPZW308&hash=item445c8f7120:g:czsAAOSwlbNkwx1N,US $42.56,Limited quantity available
https://www.ebay.com/itm/302266554591?_nkw=juicy+couture&epid=1995731538&itmmeta=01J5B2PV6149JRQTHDMB9G9HAA&hash=item46607d98df:g:ymUAAOSwMmNkwx1n,US $34.52,Limited quantity available
https://www.ebay.com/itm/403727306686?_nkw=juicy+couture&epid=9048833820&itmmeta=01J5B2PV61R6X8TA3KA4CR6CQN&hash=item5e0005cfbe:g:UKYAAOSwxh9kwx1b,US $37.49/ea,Limited quantity available
https://www.ebay.com/itm/400986621295?_nkw=juicy+couture+juicy+couture&epid=2010089935&itmmeta=01J5B33GTP21ASD5JT00DWZTC9&hash=item5d5caa456f:g:c1wAAOSwhvlkwx1F,US $40.50,Limited quantity available
https://www.ebay.com/itm/291399461381?_nkw=juicy+couture+couture&itmmeta=01J5B3YKM099JM9MAZBG3FBQMF&hash=item43d8c2ea05:g:dtgAAOSww6Zkwu94,US $26.27/ea,Limited quantity available
https://www.ebay.com/itm/401265350028?_nkw=juicy+couture+juicy+couture&epid=25033917035&itmmeta=01J5B40JX3TCQ1JMSDXX8JRTD4&hash=item5d6d47558c:g:qCYAAOSw7G5kwwKn,US $33.83/ea,Limited quantity available
https://www.ebay.com/itm/402517898056?_nkw=juicy+couture+juicy+couture&itmmeta=01J5B40JX4TVR56RBS7S5PPBMB&hash=item5db7efb348:g:fSUAAOSwXD9kwvPH,US $22.43/ea,7 available
https://www.ebay.com/itm/401299089257?_nkw=juicy+couture+noir&epid=222484789&itmmeta=01J5B4DH90Z7SBVK9ZDF29YZQG&hash=item5d6f4a2769:g:9SEAAOSw-Bxkwx1e,US $37.53/ea,Limited quantity available
https://www.ebay.com/itm/404164254961?_nkw=juicy+couture+juicy+couture&epid=17034909759&itmmeta=01J5B40JX3CMWTR4EDC72D742P&hash=item5e1a111cf1:g:rP8AAOSw071kww6-,US $36.67/ea,Limited quantity available
https://www.ebay.com/itm/400789483405?_nkw=cole&epid=77629840&itmmeta=01J5B5YRFAA3H0J8ACAX14WY5Q&hash=item5d50ea2f8d:g:AqgAAOSw7JNkwuhH,US $24.19/ea,Limited quantity available
https://www.ebay.com/itm/291602366500?_nkw=cole&epid=1437451075&itmmeta=01J5B5YRFAKP83JVPVTR71WG92&hash=item43e4db0024:g:iYwAAOSw0WtkwwOP,US $23.83/ea,Limited quantity available
https://www.ebay.com/itm/301907162625?_nkw=cole&epid=1437436077&itmmeta=01J5B5YRFA3JMTWDADPWMPQR1B&hash=item464b11b601:g:cOgAAOSwpLNkwwOD,US $18.42/ea,Limited quantity available
https://www.ebay.com/itm/303269882058?_nkw=cole&epid=15035706501&itmmeta=01J5B5YRFAWKNFQHR29Q53J8AD&hash=item469c4b28ca:g:MCAAAOSwNlVkwwNv,US $31.96/ea,Limited quantity available
https://www.ebay.com/itm/304799451330?_nkw=cole&epid=22042806802&itmmeta=01J5B5YRFAN637G6KB7NW668DW&hash=item46f77688c2:g:rLEAAOSwJ19kwwN9,US $19.89/ea,Limited quantity available
https://www.ebay.com/itm/400787615558?_nkw=cole&epid=77561024&itmmeta=01J5B5YRF945HKN5FVTT6110H8&hash=item5d50cdaf46:g:CO0AAOSwYVVkwxOH,US $32.75/ea,More than 10 available
